Price,Adj Close,Close,High,Low,Open,Volume
Ticker,NVDA,NVDA,NVDA,NVDA,NVDA,NVDA
Date,,,,,,
2010-01-04 00:00:00+00:00,0.42395174503326416,0.4622499942779541,0.46549999713897705,0.45274999737739563,0.46274998784065247,800204000
2010-01-05 00:00:00+00:00,0.4301426112651825,0.4690000116825104,0.4740000069141388,0.46050000190734863,0.46050000190734863,728648000
2010-01-06 00:00:00+00:00,0.43289411067962646,0.47200000286102295,0.4729999899864197,0.46424999833106995,0.46875,649168000
2010-01-07 00:00:00+00:00,0.4244104325771332,0.46274998784065247,0.4715000092983246,0.45925000309944153,0.46950000524520874,547792000
2010-01-08 00:00:00+00:00,0.4253275990486145,0.4637500047683716,0.46700000762939453,0.45625001192092896,0.45899999141693115,478168000
2010-01-11 00:00:00+00:00,0.41936612129211426,0.4572499990463257,0.46825000643730164,0.4507499933242798,0.4662500023841858,556612000
2010-01-12 00:00:00+00:00,0.40515029430389404,0.4417499899864197,0.45225000381469727,0.4322499930858612,0.4505000114440918,627432000
2010-01-13 00:00:00+00:00,0.41065308451652527,0.4477500021457672,0.4492500126361847,0.42750000953674316,0.44475001096725464,508868000
2010-01-14 00:00:00+00:00,0.4042331278324127,0.44075000286102295,0.445499986410141,0.4332500100135803,0.44225001335144043,608524000
2010-01-15 00:00:00+00:00,0.3923102021217346,0.42774999141693115,0.4412499964237213,0.421999990940094,0.4375,818192000
2010-01-19 00:00:00+00:00,0.3996473550796509,0.43575000762939453,0.43849998712539673,0.4232499897480011,0.4244999885559082,545328000
2010-01-20 00:00:00+00:00,0.3980422616004944,0.4339999854564667,0.43575000762939453,0.4244999885559082,0.43024998903274536,719728000
2010-01-21 00:00:00+00:00,0.39093443751335144,0.42625001072883606,0.4415000081062317,0.42225000262260437,0.4337500035762787,608632000
2010-01-22 00:00:00+00:00,0.37740659713745117,0.4115000069141388,0.42899999022483826,0.4090000092983246,0.42124998569488525,1067916000
2010-01-25 00:00:00+00:00,0.3838265538215637,0.41850000619888306,0.42649999260902405,0.4152500033378601,0.4182499945163727,643676000
2010-01-26 00:00:00+00:00,0.3716743290424347,0.40525001287460327,0.4192500114440918,0.4050000011920929,0.4165000021457672,714636000
2010-01-27 00:00:00+00:00,0.38176295161247253,0.41624999046325684,0.4177500009536743,0.40049999952316284,0.4050000011920929,812504000
2010-01-28 00:00:00+00:00,0.3689229488372803,0.4022499918937683,0.42100000381469727,0.39649999141693115,0.4194999933242798,687764000
2010-01-29 00:00:00+00:00,0.3528727889060974,0.38475000858306885,0.4112499952316284,0.3787499964237213,0.40674999356269836,774700000
2010-02-01 00:00:00+00:00,0.37992873787879944,0.414249986410141,0.41499999165534973,0.382999986410141,0.38624998927116394,949832000
2010-02-02 00:00:00+00:00,0.3838265538215637,0.41850000619888306,0.42375001311302185,0.4115000069141388,0.4127500057220459,849812000
2010-02-03 00:00:00+00:00,0.38703662157058716,0.421999990940094,0.42375001311302185,0.4127500057220459,0.41475000977516174,562296000
2010-02-04 00:00:00+00:00,0.364566445350647,0.39750000834465027,0.4182499945163727,0.3930000066757202,0.4182499945163727,783480000
2010-02-05 00:00:00+00:00,0.3719037175178528,0.40549999475479126,0.4065000116825104,0.38999998569488525,0.3970000147819519,604856000
2010-02-08 00:00:00+00:00,0.3712157905101776,0.4047499895095825,0.41449999809265137,0.39675000309944153,0.40424999594688416,445160000
2010-02-09 00:00:00+00:00,0.3682349920272827,0.40149998664855957,0.41324999928474426,0.39750000834465027,0.4112499952316284,930144000
