Date,Close
2019-03-20,49.79999923706055
2019-03-21,48.97999954223633
2019-03-22,48.59999847412109
2019-03-25,49.150001525878906
2019-03-26,48.84999847412109
2019-03-27,50.09999847412109
2019-03-28,50.84999847412109
2019-03-29,51.630001068115234
2019-04-01,53.5
2019-04-02,56.25
2019-04-03,56.880001068115234
2019-04-04,59.709999084472656
2019-04-05,57.2400016784668
2019-04-08,57.150001525878906
2019-04-09,56.27000045776367
2019-04-10,55.709999084472656
2019-04-11,54.88999938964844
2019-04-12,58.29999923706055
2019-04-15,57.77999877929688
2019-04-16,58.5
2019-04-17,58.31999969482422
2019-04-18,57.77000045776367
2019-04-22,57.88999938964844
2019-04-23,57.63999938964844
2019-04-24,55.97999954223633
2019-04-25,55.33000183105469
2019-04-26,55.25
2019-04-29,55.5
2019-04-30,56.72999954223633
2019-05-01,56.130001068115234
2019-05-02,52.70000076293945
2019-05-03,53.29999923706055
2019-05-06,53.459999084472656
2019-05-07,52.95000076293945
2019-05-08,52.47999954223633
2019-05-09,52.93000030517578
2019-05-10,53.06999969482422
2019-05-13,50.95000076293945
2019-05-14,52.47999954223633
2019-05-15,52.95000076293945
2019-05-16,52.97999954223633
2019-05-17,50.79999923706055
2019-05-20,50.08000183105469
2019-05-21,50.630001068115234
2019-05-22,50.209999084472656
2019-05-23,48.709999084472656
2019-05-24,49.20000076293945
2019-05-28,48.560001373291016
2019-05-29,48.709999084472656
2019-05-30,48.470001220703125
2019-05-31,46.7599983215332
2019-06-03,47.959999084472656
2019-06-04,49.93000030517578
2019-06-05,50.34000015258789
2019-06-06,51.060001373291016
2019-06-07,51.29999923706055
2019-06-10,51.619998931884766
2019-06-11,52.040000915527344
2019-06-12,52.4900016784668
2019-06-13,52.880001068115234
2019-06-14,51.150001525878906
2019-06-17,49.34999847412109
2019-06-18,49.61000061035156
2019-06-19,48.5
2019-06-20,48.93000030517578
2019-06-21,48.36000061035156
2019-06-24,49.58000183105469
2019-06-25,49.68999862670898
2019-06-26,50.45000076293945
2019-06-27,50.90999984741211
2019-06-28,49.310001373291016
2019-07-01,50.15999984741211
2019-07-02,49.400001525878906
2019-07-03,49.33000183105469
2019-07-05,49.310001373291016
2019-07-08,48.52000045776367
2019-07-09,47.869998931884766
2019-07-10,47.54999923706055
2019-07-11,47.77999877929688
2019-07-12,49.709999084472656
2019-07-15,50.93000030517578
2019-07-16,52.31999969482422
2019-07-17,51.59999847412109
2019-07-18,51.75
2019-07-19,51.52000045776367
2019-07-22,50.880001068115234
2019-07-23,52.619998931884766
2019-07-24,52.790000915527344
2019-07-25,50.77000045776367
2019-07-26,49.11000061035156
2019-07-29,48.04999923706055
2019-07-30,48.400001525878906
2019-07-31,48.43999862670898
2019-08-01,46.84999847412109
2019-08-02,45.59999847412109
2019-08-05,44.77000045776367
2019-08-06,44.43000030517578
2019-08-07,44.88999938964844
2019-08-08,46.790000915527344
2019-08-09,46.63999938964844
2019-08-12,45.68999862670898
2019-08-13,46.84999847412109
2019-08-14,44.08000183105469
2019-08-15,43.380001068115234
2019-08-16,44.5099983215332
2019-08-19,45.59999847412109
2019-08-20,43.15999984741211
2019-08-21,43.27999877929688
2019-08-22,42.04999923706055
2019-08-23,40.709999084472656
2019-08-26,40.81999969482422
2019-08-27,41.16999816894531
2019-08-28,42.52000045776367
2019-08-29,42.369998931884766
2019-08-30,42.630001068115234
2019-09-03,41.79999923706055
2019-09-04,42.540000915527344
2019-09-05,43.36000061035156
2019-09-06,43.2400016784668
2019-09-09,44.45000076293945
2019-09-10,46.31999969482422
2019-09-11,46.880001068115234
2019-09-12,46.970001220703125
2019-09-13,48.20000076293945
2019-09-16,49.0099983215332
2019-09-17,48.0
2019-09-18,47.5099983215332
2019-09-19,47.63999938964844
2019-09-20,48.209999084472656
2019-09-23,47.90999984741211
2019-09-24,46.59999847412109
2019-09-25,47.68000030517578
2019-09-26,47.22999954223633
2019-09-27,47.06999969482422
2019-09-30,47.650001525878906
2019-10-01,45.970001220703125
2019-10-02,44.93000030517578
2019-10-03,45.310001373291016
2019-10-04,45.34000015258789
2019-10-07,45.16999816894531
2019-10-08,43.84999847412109
2019-10-09,44.0099983215332
2019-10-10,44.91999816894531
2019-10-11,47.130001068115234
2019-10-14,46.81999969482422
2019-10-15,47.20000076293945
2019-10-16,47.119998931884766
2019-10-17,47.810001373291016
2019-10-18,47.959999084472656
2019-10-21,47.119998931884766
2019-10-22,46.81999969482422
2019-10-23,47.22999954223633
2019-10-24,49.470001220703125
2019-10-25,50.47999954223633
2019-10-28,51.209999084472656
2019-10-29,51.4900016784668
2019-10-30,51.02999877929688
2019-10-31,50.4900016784668
2019-11-01,52.310001373291016
2019-11-04,54.16999816894531
2019-11-05,54.20000076293945
2019-11-06,54.27999877929688
2019-11-07,55.79999923706055
2019-11-08,55.9900016784668
2019-11-11,55.810001373291016
2019-11-12,55.15999984741211
2019-11-13,53.65999984741211
2019-11-14,53.95000076293945
2019-11-15,54.86000061035156
2019-11-18,54.31999969482422
2019-11-19,53.38999938964844
2019-11-20,52.66999816894531
2019-11-21,53.880001068115234
2019-11-22,54.20000076293945
2019-11-25,55.20000076293945
2019-11-26,55.369998931884766
2019-11-27,54.27999877929688
2019-11-29,53.369998931884766
2019-12-02,53.15999984741211
2019-12-03,51.81999969482422
2019-12-04,52.27999877929688
2019-12-05,52.0
2019-12-06,53.220001220703125
2019-12-09,53.27000045776367
2019-12-10,53.130001068115234
2019-12-11,53.09999847412109
2019-12-12,54.45000076293945
2019-12-13,53.27999877929688
2019-12-16,54.16999816894531
2019-12-17,54.65999984741211
2019-12-18,54.25
2019-12-19,54.52000045776367
2019-12-20,54.61000061035156
2019-12-23,54.93000030517578
2019-12-24,54.900001525878906
2019-12-26,55.220001220703125
2019-12-27,54.83000183105469
2019-12-30,54.34000015258789
2019-12-31,54.72999954223633
2020-01-02,53.75
2020-01-03,52.41999816894531
2020-01-06,52.209999084472656
2020-01-07,52.18999862670898
2020-01-08,52.72999954223633
2020-01-09,52.18999862670898
2020-01-10,51.5
2020-01-13,52.34999847412109
2020-01-14,52.2400016784668
2020-01-15,52.27000045776367
2020-01-16,52.47999954223633
2020-01-17,53.34000015258789
2020-01-21,52.59999847412109
2020-01-22,50.869998931884766
2020-01-23,50.25
2020-01-24,48.4900016784668
2020-01-27,47.18000030517578
2020-01-28,47.15999984741211
2020-01-29,49.66999816894531
2020-01-30,48.470001220703125
2020-01-31,46.06999969482422
2020-02-03,46.7400016784668
2020-02-04,48.04999923706055
2020-02-05,49.61000061035156
2020-02-06,49.20000076293945
2020-02-07,48.02999877929688
2020-02-10,48.18999862670898
2020-02-11,48.790000915527344
2020-02-12,49.380001068115234
2020-02-13,48.29999923706055
2020-02-14,48.630001068115234
2020-02-18,47.7400016784668
2020-02-19,47.560001373291016
2020-02-20,48.7599983215332
2020-02-21,48.29999923706055
2020-02-24,46.2400016784668
2020-02-25,43.95000076293945
2020-02-26,43.04999923706055
2020-02-27,39.54999923706055
2020-02-28,40.40999984741211
2020-03-02,41.41999816894531
2020-03-03,40.560001373291016
2020-03-04,41.90999984741211
2020-03-05,40.09999847412109
2020-03-06,38.970001220703125
2020-03-09,30.530000686645508
2020-03-10,31.399999618530277
2020-03-11,27.989999771118164
2020-03-12,23.670000076293945
2020-03-13,25.690000534057617
2020-03-16,22.0
2020-03-17,26.600000381469727
2020-03-18,26.440000534057617
2020-03-19,28.1200008392334
2020-03-20,27.440000534057617
2020-03-23,26.57999992370605
2020-03-24,28.46999931335449
2020-03-25,30.3799991607666
2020-03-26,29.68000030517578
2020-03-27,28.559999465942383
2020-03-30,28.649999618530277
2020-03-31,29.239999771118164
2020-04-01,27.040000915527344
2020-04-02,28.030000686645508
2020-04-03,27.96999931335449
2020-04-06,30.540000915527344
2020-04-07,32.33000183105469
2020-04-08,34.790000915527344
2020-04-09,36.560001373291016
2020-04-13,35.22999954223633
2020-04-14,35.369998931884766
2020-04-15,32.22999954223633
2020-04-16,31.6299991607666
2020-04-17,33.41999816894531
2020-04-20,31.530000686645508
2020-04-21,30.8799991607666
2020-04-22,31.84000015258789
2020-04-23,32.560001373291016
2020-04-24,33.119998931884766
2020-04-27,34.439998626708984
2020-04-28,35.869998931884766
2020-04-29,37.470001220703125
2020-04-30,36.68999862670898
2020-05-01,33.93000030517578
2020-05-04,33.060001373291016
2020-05-05,33.369998931884766
2020-05-06,31.959999084472656
2020-05-07,32.849998474121094
2020-05-08,34.33000183105469
2020-05-11,33.900001525878906
2020-05-12,33.790000915527344
2020-05-13,32.349998474121094
2020-05-14,33.5099983215332
2020-05-15,33.560001373291016
2020-05-18,36.7400016784668
2020-05-19,35.63999938964844
2020-05-20,36.18000030517578
2020-05-21,35.81999969482422
2020-05-22,36.119998931884766
2020-05-26,38.790000915527344
2020-05-27,39.81999969482422
2020-05-28,38.709999084472656
2020-05-29,38.59999847412109
2020-06-01,38.61000061035156
2020-06-02,40.59999847412109
2020-06-03,41.630001068115234
2020-06-04,42.709999084472656
2020-06-05,43.970001220703125
2020-06-08,45.900001525878906
2020-06-09,44.40999984741211
2020-06-10,43.58000183105469
2020-06-11,39.2599983215332
2020-06-12,41.22999954223633
2020-06-15,41.97999954223633
2020-06-16,42.25
2020-06-17,41.16999816894531
2020-06-18,41.58000183105469
2020-06-19,41.650001525878906
2020-06-22,41.7400016784668
2020-06-23,41.34999847412109
2020-06-24,38.45000076293945
2020-06-25,39.97999954223633
2020-06-26,39.79999923706055
2020-06-29,40.97999954223633
2020-06-30,40.7599983215332
2020-07-01,40.75
2020-07-02,41.59000015258789
2020-07-06,42.45000076293945
2020-07-07,41.68999862670898
2020-07-08,40.34999847412109
2020-07-09,39.43999862670898
2020-07-10,40.7599983215332
2020-07-13,41.2400016784668
2020-07-14,42.43999862670898
2020-07-15,43.33000183105469
2020-07-16,43.83000183105469
2020-07-17,43.66999816894531
2020-07-20,42.29999923706055
2020-07-21,43.040000915527344
2020-07-22,44.34000015258789
2020-07-23,42.81999969482422
2020-07-24,42.61000061035156
2020-07-27,44.0
2020-07-28,42.619998931884766
2020-07-29,43.52000045776367
2020-07-30,41.72999954223633
2020-07-31,41.060001373291016
2020-08-03,40.09000015258789
2020-08-04,41.31999969482422
2020-08-05,41.9900016784668
2020-08-06,42.04999923706055
2020-08-07,42.630001068115234
2020-08-10,44.79999923706055
2020-08-11,44.5
2020-08-12,44.27999877929688
2020-08-13,44.43000030517578
2020-08-14,44.869998931884766
2020-08-17,44.459999084472656
2020-08-18,44.709999084472656
2020-08-19,44.63999938964844
2020-08-20,43.68999862670898
2020-08-21,43.59000015258789
2020-08-24,46.119998931884766
2020-08-25,45.59000015258789
2020-08-26,46.34000015258789
