Date,Close
2019-03-13,39.20000076293945
2019-03-14,39.959999084472656
2019-03-15,41.02000045776367
2019-03-18,40.86000061035156
2019-03-19,39.54999923706055
2019-03-20,37.59999847412109
2019-03-21,38.880001068115234
2019-03-22,37.459999084472656
2019-03-25,36.45000076293945
2019-03-26,36.709999084472656
2019-03-27,36.20000076293945
2019-03-28,35.66999816894531
2019-03-29,35.880001068115234
2019-04-01,36.150001525878906
2019-04-02,35.70000076293945
2019-04-03,35.5
2019-04-04,36.02999877929688
2019-04-05,36.97999954223633
2019-04-08,36.84999847412109
2019-04-09,36.88999938964844
2019-04-10,35.93000030517578
2019-04-11,36.40999984741211
2019-04-12,36.95000076293945
2019-04-15,36.97999954223633
2019-04-16,37.209999084472656
2019-04-17,38.209999084472656
2019-04-18,37.91999816894531
2019-04-22,37.2400016784668
2019-04-23,37.59999847412109
2019-04-24,37.45000076293945
2019-04-25,37.63999938964844
2019-04-26,37.90999984741211
2019-04-29,38.72999954223633
2019-04-30,38.5
2019-05-01,38.7400016784668
2019-05-02,36.84000015258789
2019-05-03,37.02000045776367
2019-05-06,37.310001373291016
2019-05-07,36.70000076293945
2019-05-08,36.81999969482422
2019-05-09,37.970001220703125
2019-05-10,38.04999923706055
2019-05-13,37.5
2019-05-14,37.47999954223633
2019-05-15,37.22999954223633
2019-05-16,36.31999969482422
2019-05-17,36.83000183105469
2019-05-20,36.68000030517578
2019-05-21,37.18000030517578
2019-05-22,36.66999816894531
2019-05-23,36.5099983215332
2019-05-24,36.45000076293945
2019-05-28,36.15999984741211
2019-05-29,35.29999923706055
2019-05-30,34.810001373291016
2019-05-31,34.709999084472656
2019-06-03,33.779998779296875
2019-06-04,34.09000015258789
2019-06-05,34.02000045776367
2019-06-06,33.7400016784668
2019-06-07,33.68000030517578
2019-06-10,33.7400016784668
2019-06-11,33.83000183105469
2019-06-12,34.70000076293945
2019-06-13,34.939998626708984
2019-06-14,34.959999084472656
2019-06-17,35.79999923706055
2019-06-18,35.83000183105469
2019-06-19,35.7400016784668
2019-06-20,35.349998474121094
2019-06-21,35.880001068115234
2019-06-24,35.540000915527344
2019-06-25,35.189998626708984
2019-06-26,35.310001373291016
2019-06-27,35.75
2019-06-28,36.52999877929688
2019-07-01,35.959999084472656
2019-07-02,36.52999877929688
2019-07-03,36.34999847412109
2019-07-05,36.560001373291016
2019-07-08,36.130001068115234
2019-07-09,36.0099983215332
2019-07-10,36.13999938964844
2019-07-11,36.310001373291016
2019-07-12,36.959999084472656
2019-07-15,37.040000915527344
2019-07-16,36.68999862670898
2019-07-17,36.16999816894531
2019-07-18,36.61000061035156
2019-07-19,36.45000076293945
2019-07-22,36.31999969482422
2019-07-23,36.5099983215332
2019-07-24,36.88999938964844
2019-07-25,37.43000030517578
2019-07-26,37.4900016784668
2019-07-29,37.68999862670898
2019-07-30,37.84999847412109
2019-07-31,37.20000076293945
2019-08-01,36.84000015258789
2019-08-02,36.560001373291016
2019-08-05,36.0
2019-08-06,36.400001525878906
2019-08-07,36.790000915527344
2019-08-08,35.0
2019-08-09,35.369998931884766
2019-08-12,34.810001373291016
2019-08-13,35.0
2019-08-14,33.65999984741211
2019-08-15,32.810001373291016
2019-08-16,33.0099983215332
2019-08-19,33.599998474121094
2019-08-20,33.36000061035156
2019-08-21,33.150001525878906
2019-08-22,32.81999969482422
2019-08-23,31.440000534057617
2019-08-26,31.709999084472656
2019-08-27,31.6200008392334
2019-08-28,31.559999465942383
2019-08-29,32.45000076293945
2019-08-30,32.79999923706055
2019-09-03,32.43000030517578
2019-09-04,33.209999084472656
2019-09-05,33.90999984741211
2019-09-06,33.869998931884766
2019-09-09,33.9900016784668
2019-09-10,34.220001220703125
2019-09-11,33.970001220703125
2019-09-12,33.70000076293945
2019-09-13,33.709999084472656
2019-09-16,33.4900016784668
2019-09-17,32.81999969482422
2019-09-18,32.5
2019-09-19,31.96999931335449
2019-09-20,32.08000183105469
2019-09-23,32.18000030517578
2019-09-24,31.530000686645508
2019-09-25,32.0
2019-09-26,31.46999931335449
2019-09-27,31.479999542236328
2019-09-30,31.540000915527344
2019-10-01,31.18000030517578
2019-10-02,30.309999465942383
2019-10-03,30.38999938964844
2019-10-04,30.48500061035156
2019-10-07,30.489999771118164
2019-10-08,30.03499984741211
2019-10-09,30.26000022888184
2019-10-10,30.424999237060547
2019-10-11,31.15999984741211
2019-10-14,31.01000022888184
2019-10-15,31.440000534057617
2019-10-16,31.584999084472656
2019-10-17,31.489999771118164
2019-10-18,31.524999618530277
2019-10-21,32.09000015258789
2019-10-22,32.77000045776367
2019-10-23,32.61000061035156
2019-10-24,31.600000381469727
2019-10-25,31.700000762939453
2019-10-28,32.209999084472656
2019-10-29,32.04999923706055
2019-10-30,31.36000061035156
2019-10-31,31.239999771118164
2019-11-01,31.86000061035156
2019-11-04,31.899999618530277
2019-11-05,32.150001525878906
2019-11-06,32.33000183105469
2019-11-07,34.25
2019-11-08,34.43000030517578
2019-11-11,34.220001220703125
2019-11-12,33.810001373291016
2019-11-13,33.56999969482422
2019-11-14,33.45000076293945
2019-11-15,33.595001220703125
2019-11-18,34.459999084472656
2019-11-19,35.43000030517578
2019-11-20,34.994998931884766
2019-11-21,34.779998779296875
2019-11-22,34.875
2019-11-25,34.849998474121094
2019-11-26,35.189998626708984
2019-11-27,35.029998779296875
2019-11-29,34.97999954223633
2019-12-02,34.814998626708984
2019-12-03,34.349998474121094
2019-12-04,34.63999938964844
2019-12-05,34.6349983215332
2019-12-06,34.599998474121094
2019-12-09,34.790000915527344
2019-12-10,34.91999816894531
2019-12-11,35.290000915527344
2019-12-12,35.959999084472656
2019-12-13,35.86000061035156
2019-12-16,35.88999938964844
2019-12-17,36.2400016784668
2019-12-18,36.0
2019-12-19,36.04999923706055
2019-12-20,36.220001220703125
2019-12-23,36.630001068115234
2019-12-24,36.5
2019-12-26,36.79999923706055
2019-12-27,36.72499847412109
2019-12-30,36.43999862670898
2019-12-31,36.400001525878906
2020-01-02,36.459999084472656
2020-01-03,36.09999847412109
2020-01-06,36.01499938964844
2020-01-07,36.470001220703125
2020-01-08,36.41999816894531
2020-01-09,36.5
2020-01-10,36.084999084472656
2020-01-13,36.29999923706055
2020-01-14,36.540000915527344
2020-01-15,36.790000915527344
2020-01-16,38.22999954223633
2020-01-17,38.57500076293945
2020-01-21,38.40999984741211
2020-01-22,38.400001525878906
2020-01-23,36.900001525878906
2020-01-24,36.040000915527344
2020-01-27,36.369998931884766
2020-01-28,36.619998931884766
2020-01-29,35.9900016784668
2020-01-30,36.459999084472656
2020-01-31,36.33000183105469
2020-02-03,36.83000183105469
2020-02-04,37.400001525878906
2020-02-05,37.93000030517578
2020-02-06,36.5
2020-02-07,36.369998931884766
2020-02-10,36.77999877929688
2020-02-11,36.61000061035156
2020-02-12,37.15999984741211
2020-02-13,37.52000045776367
2020-02-14,37.310001373291016
2020-02-18,37.220001220703125
2020-02-19,37.52999877929688
2020-02-20,36.540000915527344
2020-02-21,35.5
2020-02-24,34.27000045776367
2020-02-25,32.83000183105469
2020-02-26,32.400001525878906
2020-02-27,30.989999771118164
2020-02-28,30.450000762939453
2020-03-02,31.790000915527344
2020-03-03,30.709999084472656
2020-03-04,30.670000076293945
2020-03-05,29.1200008392334
2020-03-06,28.520000457763672
2020-03-09,27.1299991607666
2020-03-10,28.76000022888184
2020-03-11,27.520000457763672
2020-03-12,25.559999465942383
2020-03-13,25.3799991607666
2020-03-16,23.190000534057617
2020-03-17,23.790000915527344
2020-03-18,21.40999984741211
2020-03-19,21.940000534057617
2020-03-20,20.049999237060547
2020-03-23,19.809999465942383
2020-03-24,21.649999618530277
2020-03-25,23.34000015258789
2020-03-26,24.600000381469727
2020-03-27,22.040000915527344
2020-03-30,23.770000457763672
2020-03-31,22.8799991607666
2020-04-01,21.565000534057617
2020-04-02,21.84000015258789
2020-04-03,21.59000015258789
2020-04-06,24.450000762939453
2020-04-07,24.96999931335449
2020-04-08,25.81999969482422
2020-04-09,25.63999938964844
2020-04-13,25.399999618530277
2020-04-14,26.01000022888184
2020-04-15,25.170000076293945
2020-04-16,25.1299991607666
2020-04-17,26.229999542236328
2020-04-20,25.690000534057617
2020-04-21,25.049999237060547
2020-04-22,24.59000015258789
2020-04-23,24.450000762939453
2020-04-24,24.520000457763672
2020-04-27,26.01000022888184
2020-04-28,26.96999931335449
2020-04-29,27.950000762939453
2020-04-30,25.559999465942383
2020-05-01,25.020000457763672
2020-05-04,24.6299991607666
2020-05-05,23.850000381469727
2020-05-06,24.61000061035156
2020-05-07,25.01000022888184
2020-05-08,25.729999542236328
2020-05-11,25.450000762939453
2020-05-12,24.88999938964844
2020-05-13,24.059999465942383
2020-05-14,25.1200008392334
2020-05-15,25.5
2020-05-18,26.854999542236328
2020-05-19,26.940000534057617
2020-05-20,27.3700008392334
2020-05-21,27.229999542236328
2020-05-22,27.3700008392334
2020-05-26,28.59000015258789
2020-05-27,29.299999237060547
2020-05-28,28.65999984741211
2020-05-29,28.780000686645508
2020-06-01,29.13999938964844
2020-06-02,28.8700008392334
2020-06-03,30.21999931335449
2020-06-04,29.94499969482422
2020-06-05,30.25
2020-06-08,31.68000030517578
2020-06-09,30.32999992370605
2020-06-10,29.729999542236328
2020-06-11,27.6200008392334
2020-06-12,27.950000762939453
2020-06-15,28.86000061035156
2020-06-16,28.020000457763672
2020-06-17,27.76000022888184
2020-06-18,28.65999984741211
2020-06-19,27.81999969482422
2020-06-22,27.600000381469727
2020-06-23,27.809999465942383
2020-06-24,27.01000022888184
2020-06-25,26.75
2020-06-26,25.75
2020-06-29,26.790000915527344
2020-06-30,26.84000015258789
2020-07-01,26.915000915527344
2020-07-02,26.549999237060547
2020-07-06,26.530000686645508
2020-07-07,25.770000457763672
2020-07-08,25.38999938964844
2020-07-09,24.451000213623047
2020-07-10,25.38999938964844
2020-07-13,25.049999237060547
2020-07-14,25.1299991607666
2020-07-15,26.25
2020-07-16,26.395000457763672
2020-07-17,25.26000022888184
2020-07-20,24.81999969482422
2020-07-21,25.350000381469727
2020-07-22,25.8700008392334
2020-07-23,26.1299991607666
2020-07-24,26.489999771118164
2020-07-27,25.690000534057617
2020-07-28,25.709999084472656
2020-07-29,25.920000076293945
2020-07-30,25.8799991607666
2020-07-31,25.770000457763672
2020-08-03,26.25
2020-08-04,26.709999084472656
2020-08-05,24.850000381469727
2020-08-06,25.15999984741211
2020-08-07,24.88999938964844
2020-08-10,24.68000030517578
2020-08-11,24.940000534057617
2020-08-12,25.209999084472656
2020-08-13,25.690000534057617
2020-08-14,25.81999969482422
2020-08-17,25.709999084472656
2020-08-18,25.73500061035156
2020-08-19,25.920000076293945
2020-08-20,25.920000076293945
2020-08-21,26.01000022888184
2020-08-24,27.049999237060547
2020-08-25,26.959999084472656
2020-08-26,27.149999618530277
2020-08-27,27.63999938964844
2020-08-28,27.920000076293945
2020-08-31,27.799999237060547
2020-09-01,27.489999771118164
2020-09-02,27.989999771118164
2020-09-03,27.51000022888184
2020-09-04,27.76000022888184
2020-09-08,27.84000015258789
2020-09-09,28.290000915527344
2020-09-10,28.149999618530277
2020-09-11,28.13999938964844
2020-09-14,28.700000762939453
2020-09-15,28.63999938964844
2020-09-16,29.459999084472656
2020-09-17,28.770000457763672
2020-09-18,28.0
2020-09-21,26.88999938964844
2020-09-22,26.950000762939453
2020-09-23,25.979999542236328
2020-09-24,26.21999931335449
2020-09-25,26.780000686645508
2020-09-28,27.899999618530277
2020-09-29,27.81999969482422
2020-09-30,27.96999931335449
2020-10-01,28.209999084472656
2020-10-02,28.170000076293945
2020-10-05,28.88999938964844
2020-10-06,28.1200008392334
2020-10-07,29.11000061035156
2020-10-08,29.6299991607666
2020-10-09,29.200000762939453
2020-10-12,29.1299991607666
2020-10-13,27.46999931335449
2020-10-14,27.1299991607666
2020-10-15,27.200000762939453
2020-10-16,27.1200008392334
2020-10-19,26.25
2020-10-20,26.18000030517578
2020-10-21,26.75
2020-10-22,27.40999984741211
2020-10-23,26.934999465942383
2020-10-26,26.18000030517578
2020-10-27,25.9950008392334
2020-10-28,25.020000457763672
2020-10-29,25.38999938964844
2020-10-30,26.13999938964844
2020-11-02,26.88999938964844
2020-11-03,26.700000762939453
2020-11-04,25.43000030517578
2020-11-05,26.3700008392334
2020-11-06,25.604999542236328
2020-11-09,26.190000534057617
2020-11-10,26.700000762939453
2020-11-11,27.149999618530277
2020-11-12,25.450000762939453
2020-11-13,26.209999084472656
2020-11-16,26.75
2020-11-17,27.649999618530277
2020-11-18,27.1299991607666
2020-11-19,27.270000457763672
2020-11-20,27.440000534057617
2020-11-23,28.040000915527344
2020-11-24,29.209999084472656
2020-11-25,28.959999084472656
2020-11-27,28.729999542236328
2020-11-30,28.3799991607666
2020-12-01,29.700000762939453
2020-12-02,30.049999237060547
2020-12-03,29.770000457763672
2020-12-04,29.2549991607666
2020-12-07,29.309999465942383
2020-12-08,28.895000457763672
2020-12-09,28.729999542236328
2020-12-10,28.684999465942383
2020-12-11,28.71999931335449
2020-12-14,28.34000015258789
2020-12-15,28.209999084472656
2020-12-16,28.11000061035156
2020-12-17,28.15999984741211
2020-12-18,27.790000915527344
2020-12-21,27.38999938964844
2020-12-22,26.979999542236328
2020-12-23,27.75
2020-12-24,28.0
2020-12-28,28.8799991607666
2020-12-29,28.78499984741211
2020-12-30,28.700000762939453
2020-12-31,28.8799991607666
2021-01-04,28.40999984741211
2021-01-05,29.01499938964844
2021-01-06,31.459999084472656
2021-01-07,30.229999542236328
2021-01-08,29.6200008392334
2021-01-11,29.700000762939453
2021-01-12,29.18000030517578
2021-01-13,29.309999465942383
2021-01-14,30.34000015258789
2021-01-15,30.38999938964844
2021-01-19,29.170000076293945
2021-01-20,29.940000534057617
2021-01-21,29.850000381469727
2021-01-22,29.170000076293945
2021-01-25,30.68000030517578
2021-01-26,33.400001525878906
2021-01-27,32.470001220703125
2021-01-28,30.6200008392334
2021-01-29,29.88999938964844
2021-02-01,30.649999618530277
2021-02-02,29.549999237060547
2021-02-03,29.149999618530277
2021-02-04,29.32999992370605
2021-02-05,30.309999465942383
2021-02-08,31.549999237060547
2021-02-09,29.690000534057617
2021-02-10,30.51000022888184
2021-02-11,30.75
2021-02-12,31.450000762939453
2021-02-16,30.649999618530277
2021-02-17,30.65999984741211
2021-02-18,31.059999465942383
2021-02-19,32.369998931884766
2021-02-22,33.38999938964844
2021-02-23,32.869998931884766
2021-02-24,32.7400016784668
